285.214,1019.287,0.022
287.208,1019.244,0.022
289.203,1019.198,0.022
291.197,1019.218,0.022
293.192,1019.244,0.022
295.186,1019.259,0.022
297.181,1019.243,0.022
299.175,1019.232,0.022
301.17,1019.299,0.022
303.164,1019.346,0.022
305.159,1019.364,0.022
307.153,1019.375,0.022
309.148,1019.413,0.022
311.142,1019.44,0.022
313.137,1019.419,0.022
315.131,1019.404,0.022
317.126,1019.407,0.022
319.12,1019.432,0.022
321.115,1019.439,0.022
323.109,1019.433,0.022
325.104,1019.413,0.022
327.098,1019.386,0.022
329.093,1019.392,0.022
331.087,1019.412,0.022
333.082,1019.431,0.022
335.076,1019.455,0.022
337.071,1019.456,0.022
339.066,1019.429,0.022
341.06,1019.387,0.022
343.054,1019.371,0.022
345.049,1019.381,0.022
347.043,1019.405,0.022
349.038,1019.42,0.022
351.032,1019.408,0.022
353.027,1019.377,0.022
355.022,1019.398,0.022
357.016,1019.408,0.022
359.01,1019.401,0.022
361.005,1019.4,0.022
363,1019.418,0.022
364.994,1019.444,0.022
366.988,1019.468,0.022
368.983,1019.5,0.022
370.977,1019.507,0.022
372.972,1019.508,0.022
374.966,1019.55,0.022
376.961,1019.587,0.022
378.956,1019.586,0.022
380.95,1019.587,0.022
382.944,1019.601,0.022
384.939,1019.608,0.022
386.934,1019.602,0.022
388.928,1019.591,0.022
390.922,1019.593,0.022
392.917,1019.595,0.022
394.912,1019.597,0.022
396.906,1019.582,0.022
398.9,1019.539,0.022
400.895,1019.534,0.022
402.89,1019.554,0.022
404.884,1019.549,0.022
406.878,1019.528,0.022
408.873,1019.533,0.022
410.868,1019.55,0.022
412.862,1019.563,0.022
414.857,1019.58,0.022
416.851,1019.596,0.022
418.845,1019.595,0.022
420.84,1019.605,0.022
422.834,1019.635,0.022
424.829,1019.654,0.022
426.823,1019.653,0.022
428.818,1019.673,0.022
430.813,1019.692,0.022
432.807,1019.687,0.022
434.801,1019.7,0.022
436.796,1019.72,0.022
438.79,1019.737,0.022
440.785,1019.731,0.022
442.779,1019.739,0.022
444.774,1019.748,0.022
446.769,1019.762,0.022
448.763,1019.781,0.022
450.757,1019.796,0.022
452.752,1019.777,0.022
454.747,1019.755,0.022
456.741,1019.753,0.022
458.735,1019.769,0.022
460.73,1019.783,0.022
462.724,1019.807,0.022
464.719,1019.842,0.022
466.713,1019.866,0.022
468.708,1019.871,0.022
470.703,1019.876,0.022
472.697,1019.862,0.022
474.691,1019.843,0.022
476.686,1019.824,0.022
478.681,1019.818,0.022
480.675,1019.837,0.022
482.67,1019.841,0.022
484.664,1019.819,0.022
486.659,1019.803,0.022
488.653,1019.801,0.022
490.647,1019.808,0.022
492.642,1019.828,0.022
494.637,1019.83,0.022
496.631,1019.832,0.022
498.625,1019.819,0.022
500.62,1019.828,0.022
502.615,1019.866,0.022
504.609,1019.906,0.022
506.604,1019.882,0.022
508.598,1019.864,0.022
510.593,1019.856,0.022
512.587,1019.857,0.022
514.581,1019.862,0.022
516.576,1019.874,0.022
518.571,1019.867,0.022
520.565,1019.855,0.022
522.56,1019.853,0.022
524.554,1019.868,0.022
526.549,1019.857,0.022
528.543,1019.839,0.022
530.538,1019.842,0.022
532.532,1019.85,0.022
534.527,1019.844,0.022
536.521,1019.829,0.022
538.516,1019.835,0.022
540.51,1019.85,0.022
542.505,1019.842,0.022
544.499,1019.815,0.022
546.494,1019.797,0.022
548.488,1019.789,0.022
550.483,1019.812,0.022
552.477,1019.835,0.022
554.471,1019.836,0.022
556.466,1019.846,0.022
558.461,1019.848,0.022
560.455,1019.847,0.022
562.45,1019.828,0.022
564.444,1019.818,0.022
566.439,1019.807,0.022
568.433,1019.798,0.022
570.428,1019.781,0.022
572.422,1019.778,0.022
574.417,1019.77,0.022
576.411,1019.748,0.022
578.406,1019.747,0.022
580.4,1019.789,0.022
582.395,1019.789,0.022
584.389,1019.774,0.022
586.384,1019.773,0.022
588.378,1019.792,0.022
590.373,1019.792,0.022
592.367,1019.816,0.022
594.362,1019.846,0.022
596.356,1019.864,0.022
598.351,1019.867,0.022
600.345,1019.868,0.022
602.34,1019.854,0.022
604.334,1019.846,0.022
606.329,1019.85,0.022
608.323,1019.872,0.022
610.318,1019.889,0.022
612.312,1019.896,0.022
614.307,1019.89,0.022
616.301,1019.881,0.022
618.296,1019.877,
